No artikel;Q1_Medium;Q2_Krant;Q3_Inspectie;Q4_Kop;Q5_Datum;Q6_Grootte;Q7_Toon;Q8_Person;Q9_Conflict;Q10_Sensatie;Q11_Internationaal;Q11_Rijk;Q11_Provincie;Q11_Gemeente;Q11_Waterschap;Q11_Toezichthouder;Q11_Politiek;Q11_Advocaat;Q11_Privaat;Q11_Burger;Q11_Onderzoeksinstituut;Q11_Media;Q11_BNer;Q11_Stichting;Q11_Belangenvereniging;Q11_Overig;Q12_Internationaal;Q12_Rijk;Q12_Provincie;Q12_Gemeente;Q12_Waterschap;Q12_Toezichthouder;Q12_Politiek;Q12_Advocaat;Q12_Privaat;Q12_Burger;Q12_Onderzoeksinstituut;Q12_Media;Q12_BNer;Q12_Stichting;Q12_Belangenvereniging;Q12_Overig;Q13_Blaam;Q14_Reactie;Q11_Overig_Antwoord;Notitie?
120;1;0;2;Claim je late vlucht;02.05.2017;1120;2;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
99;1;0;2;Wantoestanden in Uber-taxi's? Niet in Nederland;02.05.2018;423;2;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
222;1;0;8;Gegevens 800 studenten Saxion op straat na datalek;02.05.2018;526;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
393;1;0;8;Mailadres misbruikt Ambtenaren trappen in truc;02.05.2018;222;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
164;1;0;1;NVWA na klacht in opspraak;02.05.2019;362;1;1;2;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;
74;2;7;3;Strijd om ACM en Apple gaat nieuwe ronde in;02.05.2022;360;2;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
195;2;1;1;Rashonden? Wrakken op pootjes!;02.06.2017;1246;1;3;2;2;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;;
268;1;0;4;Van Wingewest naar pingewest;02.06.2017;438;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
92;1;0;5;Veel overtredingen bij opslagtanks met gevaarlijke stoffen in de haven;02.06.2020;192;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
360;2;2;3;College van Beroep Boete voor NS om aanbesteding in Limburg definitief van tafel;02.06.2021;352;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
163;1;0;4;SodM: verplaats overlaadstation aardgascondensaat in Roodeschool. Dorpsbelang hoopvol, maar 'eerst zien dan geloven';02.06.2022;531;2;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
263;1;0;1;Boete chauffeur: varkens in volle zon;02.07.2015;131;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
399;1;0;3;Boetes ACM mogen hoger;02.07.2016;107;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
196;1;0;4;Groningers in spanning over herbouw woningen;02.07.2018;402;2;1;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Mijnraad;
27;1;0;3;Waakhond tegen fusie postbedrijf;02.07.2019;454;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
298;2;7;3;Werk aan de winkel voor de ACM;02.07.2019;413;1;1;1;2;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
297;2;4;8;Speuren naar het virus;02.07.2020;794;2;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;GGD;
8;2;7;1;Slachthuis Gosschalk sluit na dierenmishandeling;02.07.2021;242;1;1;2;1;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;
245;2;2;1;Slachthuis in Epe moet voorlopig sluiten wegens dierenmishandeing;02.07.2021;342;1;1;2;2;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;
130;2;6;3;ACM kan niets doen tegen macht Apple en Google Pay: ’Bal ligt bij Brussel’;02.07.2021;388;1;1;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
16;1;0;3;NXP vecht voor stroom;02.07.2022;543;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
294;2;3;5;Omvangrijk onderzoek naar Odfjell;02.08.2012;323;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
162;1;0;5;Popzaal Corso dicht na twaalf klachten over lawaai;02.08.2013;300;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
268;1;0;5;Raadlid krijgt bon voor illegale overnachting op eigen boot;02.08.2013;214;1;2;1;2;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
234;2;2;1;Paard op de kaart Biefstuk in de tas;02.08.2014;2180;2;2;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
54;2;8;1;Pluimveehouderij woest over NVWA-oproepo;02.08.2017;586;1;1;2;2;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;
111;1;0;1;'Kans is groot dat je niets merkt van wat fipronil';02.08.2017;284;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
206;2;7;1;Schadeclaim tegen Chickfriend om gif-eieren;02.08.2017;245;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
408;1;0;1;Miljoenen schade door gif in eieren;02.08.2017;408;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
447;2;6;2;Opgevouwen in vliegtuig;02.08.2017;503;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
289;1;0;5;Pernis voorlopig buiten bedrijf;02.08.2017;337;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
347;1;0;5;Directeur Shell Pernis biedt excuses aan;02.08.2017;165;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
380;1;0;3;DOC mag Uniekaas kopen van ACM;02.08.2017;113;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
230;2;6;3;Wat te doen tegen trucs van energieverkpers?;02.08.2019;168;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
109;1;0;5;Elke vijf minuten herrie? Moet ik niet aan denken;02.09.2010;871;1;1;2;2;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;TNO;
114;1;0;1;Bespuugd op paardenmarkt;02.09.2016;373;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;
262;1;0;1;Vertrouwen kwijt;02.09.2017;120;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
344;2;2;1;Ik voorzie u wel mooi van veilig en betaalbaar voedsel;02.09.2017;1153;2;2;1;2;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
58;1;0;4;Nog 100 jaar op veilige manier zout winnen';02.09.2017;451;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
114;2;1;4;Toezichthouder: versterking gebouwen Groningen onacceptabel traag;02.09.2020;227;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationaal Coordinator;
115;2;2;4;Toezichthouder SODM: 'Versterking Groningse huizen duurt nog 20 jaar';02.09.2020;646;1;1;1;2;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationaal Coordinator;
353;1;0;3;Bewoners gasloze wijk boos op minister;02.09.2022;575;1;1;1;2;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
174;1;0;4;Risico's Groningen drongen maar niet door in Den Haag;02.09.2022;543;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
300;1;0;1;Honderden ziek na eten van besmette zalm;02.10.2012;123;2;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
214;1;0;1;Staatssecretaris Dijksma leggt NVWA onder vergrootglas;02.10.2013;273;2;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
72;1;0;3;ACM boort PostNL zo'n 30 tot 50 miljoen euro door de neus;02.10.2015;306;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
66;2;7;4;Groningen stopt met aardwarmteproject;02.10.2017;306;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
92;1;0;2;Verbod op stint ramp voor sector;02.10.2018;331;1;2;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"Nederlands Forensisch Instituut; Politie; Veilig Verkeer Nederland";
93;2;2;2;Elektrische kar Stint verboden om remprobleem;02.10.2018;467;1;1;2;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NFI, Politie;
389;1;0;8;Er moet eerst een ramp gebeuren, net als corona;02.10.2021;3012;1;1;1;2;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
160;1;0;1;groente en fruit Meer gifresten op;02.11.2010;167;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
267;1;0;5;Odfjell verzwijgt ruim 200 incidenten;02.11.2013;236;1;1;2;2;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
405;2;2;4;Heeft Den Haag wel oog voor onze veiligheid?;02.11.2013;553;1;1;1;2;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
85;1;0;2;Minister stuntelt met Stint, vindt oppositie;02.11.2018;578;1;1;2;2;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
48;1;0;1;Ik vermoedde al dat het foute boel was;02.11.2021;535;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
271;2;6;1;NVWA en House of Animals in actie tegen broodfok in Brabant;02.11.2022;382;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;Blaam is 2, reaxtie 1
148;2;7;3;Toezichtkosten voor bedrijven afgelopen tijd flink gestegen;02.11.2022;265;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
146;2;7;8;Kamer kritisch over houding Autoriteit Persoonsgegevens;02.11.2022;392;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;;
9;1;0;4;Mijndienst neemt bodemonderzoek over van Heerlen ;02.12.2013;147;2;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
140;1;0;8;Super mag ID niet scannen;02.12.2016;627;1;1;2;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;College Bescherming Persoonsgegevens;
426;2;2;2;Schiphol moet zich schamen voor sabotage onderzoek;02.12.2021;611;1;1;1;2;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
241;1;0;4;Vermilion mag van Raad van State door met gaswinning;02.12.2021;302;1;2;2;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;Technische Commissie Bodembeweging;
21;1;0;4;Meer gas, meer aardbevingen;03.01.2014;561;1;3;2;2;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
115;2;6;3;Hoed u voor centveiling;03.01.2015;361;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
414;2;7;8;Autoriteit Persoonsgegevens schiet door in bescherming ziek personeel;03.01.2018;750;1;1;1;2;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;;
426;1;0;3;Warmtetarief SVP met 42 procent omhoog;03.01.2022;498;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
227;2;7;4;Blok belemmert Friese uitbreidingsplannen Vermilion;03.01.2022;236;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
297;1;0;1;Foodwatch in gelijk gesteld over paardenvlees Selten;03.02.2017;173;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
338;1;0;8;Wiebes hoeft niet te vrezen na debat fiscus;03.02.2017;483;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
435;1;0;8;Klachten over prviacy in Hilversum;03.02.2017;123;2;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
26;1;0;1;Mestfraude: inval bij bedrijf Deurne;03.02.2018;299;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
211;2;9;4;Rutte: het is ons menens in Groningen;03.02.2018;437;2;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
231;2;2;8;Over data-analyse moet het parlement besluiten, niet de rechter;03.02.2020;938;2;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
405;1;0;2;Onderzoek naar trambotsing;03.03.2014;138;2;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"Politie; brandweer";
57;1;0;5;Alsnog bezwaar tegen biomineralen;03.03.2017;409;1;1;2;2;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;;
434;1;0;5;Veel meer klachten vliegveld;03.03.2017;337;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
178;1;0;3;Oneerlijke concurrentie doet Jan van Ketel zeer;03.03.2017;630;1;1;2;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
377;1;0;1;RTL betallt Dierenbescherming voor mishandeling van slangen;03.04.2015;132;2;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
60;1;0;5;DCMR opent jacht op luidruchtige sportvereniging;03.04.2015;330;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Sportverenigingen;
337;1;0;4;Kamp: Nu veiligheid voorop bij gaswinning;03.04.2016;230;2;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
124;1;0;5;Vlammenzee in eigen tuin;03.04.2018;413;2;2;2;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
233;1;0;5;Rook van paasvuren irriteert;03.04.2018;479;1;1;1;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
226;1;0;8;Privacywet te snel voor sportclubs;03.04.2018;361;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
436;2;6;2;Luchtvaart waarschuwt voor gebrekkig toezicht 'Wachten op ramp als regels niet strikt worden nageleefd';03.05.2015;512;1;1;2;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;;
408;2;6;8;Voorbereiden op privacywet;03.05.2017;131;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
382;1;0;5;Tuinders vrezen voor verloren jaar;03.05.2018;163;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
393;1;0;3;NS naar rechter om boete ACM;03.05.2018;146;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
253;1;0;4;Positie Wiebes wankel na falend optreden in Gronings gasdossier;03.06.2019;630;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
10;1;0;1;"Rookvrij terras wint terrein; Boetes Steeds meer horecazaken 'om' in Haarlemse binnenstad";03.06.2022;375;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
397;1;0;2;Truckers leggen het af;03.07.2013;117;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
106;1;0;1;Vee eerder op dag naar slachthuis wegens grote hitte;03.07.2015;405;2;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
173;1;0;2;Buitenlandse truckers omzeilen boetes massaal;03.07.2015;264;1;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
83;1;0;4;Deel Groningers kiest zelf: huis versterken of niet?;03.07.2018;272;2;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Mijnraad;
84;1;0;4;1500 huizen moeten steviger';03.07.2018;243;2;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Mijnraad;
341;1;0;4;Verwarring over versterkingq;03.07.2018;709;2;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Mijnraad;
70;1;0;5;Mysterieuze zwarte stof daalt neer in de Hoek;03.07.2020;584;1;2;2;2;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;GGD, gebiedscommissie;
188;1;0;1;Slachthuis met horrorbeelden in media moet voorlopig dicht;03.07.2021;246;1;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
395;2;4;1;Slachthuis Epe voorlopig dicht om dierenmishandeling;03.07.2021;153;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
192;1;0;5;Bedrijven hebben lak aan milieu;03.07.2021;464;1;1;1;2;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;;
67;1;0;5;DCMR doet te weinig aan ontgassen;03.08.2012;219;1;1;2;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;KLPD, Havenpolitie;
361;2;4;5;Milieugedeputeerde wil meer bevoegdeheden voor provincie;03.08.2012;190;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
364;1;0;5;Odfjell had kwaliteits-certificaten;03.08.2012;188;2;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
397;1;0;5;Medewerker Akzo ademt chloor in bij lekkage;03.08.2012;165;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
320;1;0;8;Geschrokken UMCG'er meldt zich na belrel;03.08.2016;391;1;1;2;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
126;2;9;1;Betrouwbaar voedsel;03.08.2017;419;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
173;1;0;1;NVWA faalt in toezicht op voedsel;03.08.2017;286;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;Oud-voorzitter Onderzoeksraad Van Vollenhoven;
302;1;0;1;Toezicht op veilig eten faalt;03.08.2017;379;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
325;1;0;1;De mayonaisemaker werkt door;03.08.2017;483;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;
59;1;0;4;Akzo controleert leidingen opnieuw;03.08.2017;310;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
219;1;0;5;Veenput wordt toch gesaneerd;03.08.2018;416;2;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
49;2;4;8;Twee datalekken in een week bij de Universiteit Utrecht;03.08.2019;288;2;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
282;2;1;8;Digitale oorlog om populaire app TikTok;03.08.2020;785;1;1;2;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
197;2;6;2;Corendon na besluit rechter: overname zou ook voor Sunweb goed zijn;03.08.2021;352;2;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
194;2;7;3;ACM hoeft Riedels klachten over Coca-Cola niet te behandelen;03.08.2021;590;1;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;;
